ID;Project Name;Camera Trap Name;Latitude;Longitude;Sampling Event;Photo Type;Photo Date;Photo time;Raw Name;Class;Order;Family;Genus;Species;Genus Species;Number of Animals;Person Identifying the Photo;Camera Serial Number;Camera Start Date;Camera End Date;Person setting up the Camera;Person picking up the Camera;Camera Manufacturer;Camera Model;Sequence Info;Moon Phase;Temperature;Flash;Organization Name
449;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-03;17:28:45;05030556.JPG;MAMMALIA;CETARTIODACTYLA;CERVIDAE;Mazama;rufina;Mazama rufina;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
450;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-03;17:28:45;05030557.JPG;MAMMALIA;CETARTIODACTYLA;CERVIDAE;Mazama;rufina;Mazama rufina;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
451;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-03;17:28:46;05030558.JPG;MAMMALIA;CETARTIODACTYLA;CERVIDAE;Mazama;rufina;Mazama rufina;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
452;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-03;17:28:48;05030559.JPG;MAMMALIA;CETARTIODACTYLA;CERVIDAE;Mazama;rufina;Mazama rufina;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
453;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-03;17:28:50;05030560.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
454;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-03;17:28:50;05030561.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
455;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-03;17:28:51;05030562.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
456;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-03;17:28:52;05030563.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
457;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-03;17:28:53;05030564.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
458;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-03;17:28:54;05030565.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
459;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-03;17:28:55;05030566.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
460;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-03;17:28:56;05030567.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
461;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Unknown;2019-05-06;16:42:51;05060641.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
462;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-07;07:59:32;05070642.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
463;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Unknown;2019-05-14;15:12:46;05140886.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
464;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Unknown;2019-05-14;15:12:53;05140887.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
465;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Unknown;2019-05-14;15:13:02;05140888.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
466;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-15;09:43:53;05150889.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
467;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Unidentifiable;2019-05-15;11:26:45;05150930.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
468;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Unidentifiable;2019-05-15;11:26:57;05150931.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
469;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-20;12:17:56;05200506.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
470;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-21;07:25:22;05210507.JPG;AVES;PASSERIFORMES;THRAUPIDAE;Diglossa;unknown;Diglossa unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
471;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-21;07:25:31;05210508.JPG;AVES;PASSERIFORMES;THRAUPIDAE;Diglossa;unknown;Diglossa unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
472;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-22;11:15:48;05220731.JPG;AVES;PASSERIFORMES;TYRANNIDAE;Ochthoeca;fumicolor;Ochthoeca fumicolor;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
473;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-26;06:50:05;05260053.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
474;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-26;06:55:58;05260054.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
475;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-26;06:56:08;05260055.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Atlapetes;pallidinucha;Atlapetes pallidinucha;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
476;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-26;06:56:14;05260056.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
477;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-28;15:09:49;05280192.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Tiaris;unknown;Tiaris unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
478;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-28;15:09:54;05280193.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Tiaris;unknown;Tiaris unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
479;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-28;15:10:05;05280194.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
480;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-28;15:10:12;05280195.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
481;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-29;11:08:33;05290196.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
482;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-29;11:09:27;05290197.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Tiaris;unknown;Tiaris unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
483;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-29;11:09:32;05290198.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
484;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-29;11:09:43;05290199.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
485;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-30;05:45:12;05300258.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Atlapetes;pallidinucha;Atlapetes pallidinucha;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
486;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-30;05:45:20;05300259.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Atlapetes;pallidinucha;Atlapetes pallidinucha;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
487;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-30;05:45:26;05300260.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
488;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-30;05:45:28;05300261.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
489;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-30;05:45:29;05300262.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
490;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-31;12:15:01;05310401.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
491;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-31;12:31:07;05310402.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Tiaris;unknown;Tiaris unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
492;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-04;16:25:31;06040444.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
493;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;07:20:35;06050445.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
494;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;07:20:49;06050446.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
495;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;07:20:59;06050447.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
496;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;07:21:00;06050448.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
497;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;07:21:01;06050449.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
498;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;07:21:12;06050450.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
499;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;07:21:17;06050451.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
500;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;07:21:23;06050452.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
501;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;07:25:09;06050453.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
502;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;08:37:12;06050454.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
503;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;08:37:23;06050455.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
504;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;08:37:34;06050456.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
505;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;09:04:36;06050457.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
506;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;09:04:49;06050458.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
507;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;09:04:51;06050459.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
508;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;09:04:59;06050460.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
509;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;09:05:05;06050461.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
510;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;09:05:10;06050462.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
511;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;09:05:17;06050463.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
512;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;09:05:27;06050464.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
513;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;10:24:28;06050465.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
514;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;10:26:32;06050466.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
515;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;10:26:46;06050467.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
516;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;10:26:54;06050468.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
517;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;10:27:00;06050469.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
518;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;10:27:09;06050470.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
519;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;10:27:11;06050471.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
520;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;10:27:15;06050472.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
521;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;10:27:26;06050473.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
522;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-06-05;10:32:20;06050474.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
523;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Setup/Pickup;2019-06-05;10:37:14;06050475.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
524;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Setup/Pickup;2019-06-05;10:37:19;06050476.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
525;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Setup/Pickup;2019-03-10;12:15:44;03100001.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
526;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Setup/Pickup;2019-03-10;12:15:46;03100002.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
527;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Setup/Pickup;2019-03-10;12:15:47;03100003.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
528;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Setup/Pickup;2019-03-10;12:15:47;03100004.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
529;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Setup/Pickup;2019-03-10;12:15:48;03100005.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
530;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Setup/Pickup;2019-03-10;12:15:50;03100006.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
531;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Setup/Pickup;2019-03-10;12:15:50;03100007.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
532;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Setup/Pickup;2019-03-10;12:15:52;03100008.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
533;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Setup/Pickup;2019-03-10;12:15:52;03100009.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
534;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Setup/Pickup;2019-03-10;12:15:53;03100010.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
535;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Setup/Pickup;2019-03-10;12:16:22;03100011.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
536;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Setup/Pickup;2019-03-10;12:18:34;03100012.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
537;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Setup/Pickup;2019-03-10;12:18:37;03100013.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
538;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Setup/Pickup;2019-03-10;12:18:39;03100014.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
539;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Setup/Pickup;2019-03-10;12:18:48;03100015.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
540;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Setup/Pickup;2019-03-10;12:19:20;03100016.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
541;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Setup/Pickup;2019-03-10;12:19:28;03100017.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
542;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Setup/Pickup;2019-03-10;12:19:48;03100018.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
543;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Blank;2019-04-05;12:11:49;04050019.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
544;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Blank;2019-04-20;10:02:21;04200020.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
545;Mountain Tapir;CT-LC-2-03;-77.085049;0.933112;Marzo 2019;Setup/Pickup;2019-05-26;15:05:56;05260021.JPG;;;;;; ;;;B160910703;2019-03-10;2019-05-26;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
