ID;Project Name;Camera Trap Name;Latitude;Longitude;Sampling Event;Photo Type;Photo Date;Photo time;Raw Name;Class;Order;Family;Genus;Species;Genus Species;Number of Animals;Person Identifying the Photo;Camera Serial Number;Camera Start Date;Camera End Date;Person setting up the Camera;Person picking up the Camera;Camera Manufacturer;Camera Model;Sequence Info;Moon Phase;Temperature;Flash;Organization Name
355;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-04-17;07:16:06;04170209.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Tiaris;unknown;Tiaris unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
356;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-04-17;07:16:07;04170210.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Tiaris;unknown;Tiaris unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
357;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-04-17;07:16:13;04170211.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Tiaris;unknown;Tiaris unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
358;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-04-17;07:16:18;04170212.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Tiaris;unknown;Tiaris unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
359;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-04-17;07:16:20;04170213.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Tiaris;unknown;Tiaris unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
360;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-04-17;07:16:21;04170214.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Tiaris;unknown;Tiaris unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
361;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-04-17;07:16:22;04170215.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Tiaris;unknown;Tiaris unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
362;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-17;10:39:22;04170236.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
363;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-04-17;10:59:34;04170237.JPG;AVES;PASSERIFORMES;THRAUPIDAE;Diglossa;cyanea;Diglossa cyanea;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
364;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-04-17;10:59:45;04170238.JPG;AVES;PASSERIFORMES;THRAUPIDAE;Diglossa;cyanea;Diglossa cyanea;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
365;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-04-17;11:00:24;04170239.JPG;AVES;PASSERIFORMES;THRAUPIDAE;Diglossa;cyanea;Diglossa cyanea;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
366;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-04-17;11:00:45;04170240.JPG;AVES;PASSERIFORMES;THRAUPIDAE;Diglossa;cyanea;Diglossa cyanea;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
367;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-04-17;16:06:54;04170278.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Tiaris;unknown;Tiaris unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
368;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-18;08:24:04;04180279.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
369;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-19;08:07:44;04190386.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
370;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-04-20;10:00:29;04200387.JPG;AVES;PASSERIFORMES;THRAUPIDAE;Diglossa;unknown;Diglossa unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
371;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-20;10:58:36;04200388.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
372;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-20;11:25:44;04200389.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
373;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-20;11:25:56;04200390.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
374;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Unidentifiable;2019-04-20;17:37:27;04200465.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
375;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-21;09:18:47;04210466.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
376;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-21;09:19:02;04210467.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
377;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-21;09:23:44;04210468.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
378;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-21;09:34:22;04210469.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
379;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-21;09:34:34;04210470.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
380;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-21;09:34:43;04210471.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
381;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-21;09:35:37;04210472.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
382;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-21;10:34:02;04210473.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
383;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-21;10:34:12;04210474.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
384;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-21;10:34:19;04210475.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
385;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-21;10:34:25;04210476.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
386;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-21;10:34:32;04210477.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
387;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-21;10:34:47;04210478.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
388;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-21;10:39:02;04210479.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
389;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-21;10:43:13;04210480.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
390;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-22;08:09:25;04220481.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
391;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Unknown;2019-04-23;15:22:36;04230080.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
392;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-24;08:53:21;04240081.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
393;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-24;08:53:31;04240082.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
394;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-24;08:53:31;04240083.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
395;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-24;08:53:32;04240084.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
396;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-24;08:53:34;04240085.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
397;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-04-24;08:53:42;04240086.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Atlapetes;schistaceus;Atlapetes schistaceus;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
398;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-04-24;08:59:55;04240087.JPG;AVES;PASSERIFORMES;THRAUPIDAE;Diglossa;unknown;Diglossa unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
399;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-04-24;16:36:07;04240088.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Tiaris;unknown;Tiaris unknown;2;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
400;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-25;07:47:52;04250089.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
401;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-26;13:46:15;04260199.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
402;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-26;13:46:27;04260200.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
403;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-28;10:07:33;04280268.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
404;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-28;10:14:32;04280269.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
405;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-28;11:31:33;04280270.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
406;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-04-28;11:31:44;04280271.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Tiaris;unknown;Tiaris unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
407;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-28;11:57:56;04280272.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
408;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-28;11:58:09;04280273.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
409;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-28;12:04:02;04280274.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
410;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-28;12:24:49;04280275.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
411;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-04-28;12:24:58;04280276.JPG;AVES;PASSERIFORMES;THRAUPIDAE;Diglossa;cyanea;Diglossa cyanea;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
412;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-28;13:09:22;04280277.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
413;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-28;13:11:50;04280278.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
414;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-28;13:12:06;04280279.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
415;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-28;13:16:28;04280296.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
416;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Unidentifiable;2019-04-28;16:49:18;04280297.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
417;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-04-29;09:44:50;04290298.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Tiaris;unknown;Tiaris unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
418;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-29;12:27:15;04290299.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
419;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-29;19:37:34;04290300.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
420;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-29;19:37:48;04290301.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
421;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-29;22:44:26;04290302.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
422;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-30;07:01:12;04300303.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
423;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-30;10:01:39;04300304.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
424;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-30;11:11:49;04300305.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
425;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-30;11:34:00;04300306.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
426;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-30;11:49:06;04300307.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
427;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-30;12:27:46;04300308.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
428;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-30;14:46:33;04300309.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
429;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-30;14:47:06;04300310.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
430;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-30;14:47:18;04300311.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
431;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-30;15:09:11;04300312.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
432;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-30;15:09:22;04300313.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
433;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-30;15:11:01;04300314.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
434;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-30;15:11:15;04300315.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
435;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-30;15:13:41;04300316.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
436;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-30;15:13:55;04300317.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
437;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-30;15:14:04;04300318.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
438;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-30;15:14:11;04300319.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
439;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-30;15:14:22;04300320.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
440;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-04-30;21:10:03;04300321.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
441;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-01;12:35:09;05010481.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Tiaris;unknown;Tiaris unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
442;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-05-01;13:05:39;05010482.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
443;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-03;17:28:32;05030550.JPG;MAMMALIA;CETARTIODACTYLA;CERVIDAE;Mazama;rufina;Mazama rufina;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
444;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-03;17:28:35;05030551.JPG;MAMMALIA;CETARTIODACTYLA;CERVIDAE;Mazama;rufina;Mazama rufina;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
445;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-03;17:28:35;05030552.JPG;MAMMALIA;CETARTIODACTYLA;CERVIDAE;Mazama;rufina;Mazama rufina;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
446;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-03;17:28:37;05030553.JPG;MAMMALIA;CETARTIODACTYLA;CERVIDAE;Mazama;rufina;Mazama rufina;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
447;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-03;17:28:37;05030554.JPG;MAMMALIA;CETARTIODACTYLA;CERVIDAE;Mazama;rufina;Mazama rufina;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
448;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-05-03;17:28:38;05030555.JPG;MAMMALIA;CETARTIODACTYLA;CERVIDAE;Mazama;rufina;Mazama rufina;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
